# Species production
# Productions in cm-3
# Altitude in km
# N2+ (peak 1019.66 Km)
# N2+(X)
# N2+(A)
# N2+(B)
# N2+(F)
# N2+(G)
# N2+(2Sg)
# N+ (peak 969.28 Km)
# N+(X)
# N (peak 969.28 Km)
# N(X)
# N2++ (peak 924.189 Km)
# N2++(X)
# N2++(X-KSHELL)
# Fluo-auger (peak 802.333 Km)
# Fluo-auger(X)
# Fluo-auger(X-C)
# CH3 (peak 858.32 Km)
# CH3(X)
# H (peak 858.32 Km)
# H(X)
# CH2 (peak 1600 Km)
# CH2(X)
# CH2(a1A1)
# H2 (peak 1033.28 Km)
# H2(X)
# CH (peak 1600 Km)
# CH(X)
# H+ (peak 1011.36 Km)
# H+(X)
# CH+ (peak 1003.21 Km)
# CH+(X)
# CH2+ (peak 1040.24 Km)
# CH2+(X)
# CH3+ (peak 1063.58 Km)
# CH3+(X)
# CH4++ (peak 800 Km)
# CH4++(X-C-KSHELL)
# CH4+ (peak 922.931 Km)
# CH4+(X)
# CH4+(A)
1.600000000e+03	7.799354115e-02	7.799354115e-02	3.574483316e-02	6.676248496e-03	2.490253615e-03	1.318704802e-03	3.083474235e-03	2.269766763e-03	2.269766763e-03	2.269766763e-03	2.269766763e-03	1.443844648e-04	1.392884149e-04	5.096049935e-06	6.168490982e-06	3.844388547e-06	2.324102435e-06	1.309260080e-01	1.309260080e-01	1.443045411e-01	1.443045411e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	2.791537385e-03	2.791537385e-03	0.000000000e+00	0.000000000e+00	9.041643349e-04	9.041643349e-04	3.906661123e-04	3.906661123e-04	2.400871272e-03	2.400871272e-03	1.389203137e-02	1.389203137e-02	6.614753083e-06	6.614753083e-06	5.065618810e-02	5.065618810e-02	1.910341972e-03	
1.596803200e+03	8.013681802e-02	8.013681802e-02	3.672717148e-02	6.859861887e-03	2.558846160e-03	1.355030184e-03	3.168437947e-03	2.332305763e-03	2.332305763e-03	2.332305763e-03	2.332305763e-03	1.483661158e-04	1.431293859e-04	5.236729957e-06	6.311146923e-06	3.950515582e-06	2.360631342e-06	1.329702843e-01	1.329702843e-01	1.465570422e-01	1.465570422e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	2.835086110e-03	2.835086110e-03	0.000000000e+00	0.000000000e+00	9.183122896e-04	9.183122896e-04	3.967798084e-04	3.967798084e-04	2.438306302e-03	2.438306302e-03	1.410829033e-02	1.410829033e-02	6.718719972e-06	6.718719972e-06	5.144499195e-02	5.144499195e-02	1.940244046e-03	
1.593612800e+03	8.233427931e-02	8.233427931e-02	3.773434725e-02	7.048124522e-03	2.629180719e-03	1.392278238e-03	3.255561097e-03	2.396434108e-03	2.396434108e-03	2.396434108e-03	2.396434108e-03	1.524491377e-04	1.470681382e-04	5.380999546e-06	6.457009917e-06	4.059350535e-06	2.397659382e-06	1.350420564e-01	1.350420564e-01	1.488398039e-01	1.488398039e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	2.879216995e-03	2.879216995e-03	0.000000000e+00	0.000000000e+00	9.326509619e-04	9.326509619e-04	4.029759492e-04	4.029759492e-04	2.476241046e-03	2.476241046e-03	1.432742255e-02	1.432742255e-02	6.824107473e-06	6.824107473e-06	5.224431363e-02	5.224431363e-02	1.970549572e-03	
1.590428800e+03	8.458715110e-02	8.458715110e-02	3.876692264e-02	7.241141955e-03	2.701297095e-03	1.430470054e-03	3.344893111e-03	2.462188171e-03	2.462188171e-03	2.462188171e-03	2.462188171e-03	1.566358597e-04	1.511069181e-04	5.528941596e-06	6.606147990e-06	4.170955941e-06	2.435192048e-06	1.371416131e-01	1.371416131e-01	1.511531426e-01	1.511531426e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	2.923935945e-03	2.923935945e-03	0.000000000e+00	0.000000000e+00	9.471823461e-04	9.471823461e-04	4.092553980e-04	4.092553980e-04	2.514680547e-03	2.514680547e-03	1.454945650e-02	1.454945650e-02	6.930931215e-06	6.930931215e-06	5.305425986e-02	5.305425986e-02	2.001262784e-03	
1.587251200e+03	8.691727908e-02	8.691727908e-02	3.983490993e-02	7.440784975e-03	2.775893670e-03	1.469975471e-03	3.437298922e-03	2.530204620e-03	2.530204620e-03	2.530204620e-03	2.530204620e-03	1.609668022e-04	1.552848150e-04	5.681987166e-06	6.759980566e-06	4.286411371e-06	2.473569195e-06	1.392880700e-01	1.392880700e-01	1.535181244e-01	1.535181244e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	2.969650227e-03	2.969650227e-03	0.000000000e+00	0.000000000e+00	9.620384658e-04	9.620384658e-04	4.156752011e-04	4.156752011e-04	2.553975026e-03	2.553975026e-03	1.477641766e-02	1.477641766e-02	7.040158477e-06	7.040158477e-06	5.388221976e-02	5.388221976e-02	2.032662649e-03	
1.584080000e+03	8.930971761e-02	8.930971761e-02	4.093145971e-02	7.645774884e-03	2.852493952e-03	1.510542178e-03	3.532188684e-03	2.600049252e-03	2.600049252e-03	2.600049252e-03	2.600049252e-03	1.654143617e-04	1.595751989e-04	5.839162742e-06	6.917507140e-06	4.404982419e-06	2.512524721e-06	1.414664157e-01	1.414664157e-01	1.559182014e-01	1.559182014e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	3.016039480e-03	3.016039480e-03	0.000000000e+00	0.000000000e+00	9.771156438e-04	9.771156438e-04	4.221905640e-04	4.221905640e-04	2.593848916e-03	2.593848916e-03	1.500671080e-02	1.500671080e-02	7.151031897e-06	7.151031897e-06	5.472237977e-02	5.472237977e-02	2.064530136e-03	
1.580915200e+03	9.176268148e-02	9.176268148e-02	4.205575405e-02	7.855959555e-03	2.931041693e-03	1.552140403e-03	3.629492914e-03	2.671670909e-03	2.671670909e-03	2.671670909e-03	2.671670909e-03	1.699753021e-04	1.639749472e-04	6.000354896e-06	7.078596613e-06	4.526583518e-06	2.552013095e-06	1.436740633e-01	1.436740633e-01	1.583505200e-01	1.583505200e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	3.063048252e-03	3.063048252e-03	0.000000000e+00	0.000000000e+00	9.923960078e-04	9.923960078e-04	4.287937666e-04	4.287937666e-04	2.634254486e-03	2.634254486e-03	1.524005894e-02	1.524005894e-02	7.263421886e-06	7.263421886e-06	5.557373336e-02	5.557373336e-02	2.096827503e-03	
1.577756800e+03	9.429577508e-02	9.429577508e-02	4.321677813e-02	8.073018126e-03	3.012163932e-03	1.595102210e-03	3.729988254e-03	2.745641263e-03	2.745641263e-03	2.745641263e-03	2.745641263e-03	1.746860144e-04	1.685191652e-04	6.166849172e-06	7.244512235e-06	4.652184463e-06	2.592327772e-06	1.459275080e-01	1.459275080e-01	1.608332575e-01	1.608332575e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	3.111027878e-03	3.111027878e-03	0.000000000e+00	0.000000000e+00	1.007993489e-03	1.007993489e-03	4.355340384e-04	4.355340384e-04	2.675493840e-03	2.675493840e-03	1.547820895e-02	1.547820895e-02	7.378163657e-06	7.378163657e-06	5.644265439e-02	5.644265439e-02	2.129795501e-03	
1.574604800e+03	9.690074723e-02	9.690074723e-02	4.441075067e-02	8.296245052e-03	3.095598046e-03	1.639288543e-03	3.833349703e-03	2.821721064e-03	2.821721064e-03	2.821721064e-03	2.821721064e-03	1.795312998e-04	1.731931898e-04	6.338110013e-06	7.414695684e-06	4.781381238e-06	2.633314446e-06	1.482180342e-01	1.482180342e-01	1.633568049e-01	1.633568049e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	3.159792184e-03	3.159792184e-03	0.000000000e+00	0.000000000e+00	1.023847884e-03	1.023847884e-03	4.423853686e-04	4.423853686e-04	2.717406815e-03	2.717406815e-03	1.572023324e-02	1.572023324e-02	7.494818038e-06	7.494818038e-06	5.732576446e-02	5.732576446e-02	2.163306948e-03	
1.571459200e+03	9.957182497e-02	9.957182497e-02	4.563502614e-02	8.525146914e-03	3.181160529e-03	1.684602242e-03	3.939350220e-03	2.899743173e-03	2.899743173e-03	2.899743173e-03	2.899743173e-03	1.845005464e-04	1.779867826e-04	6.513763751e-06	7.588755712e-06	4.913891952e-06	2.674863760e-06	1.505394600e-01	1.505394600e-01	1.659143459e-01	1.659143459e-01	0.000000000e+00	0.000000000e+00	0.000000000e+00	3.209209020e-03	3.209209020e-03	0.000000000e+00	0.000000000e+00	1.039916479e-03	1.039916479e-03	4.493293045e-04	4.493293045e-04	2.759879716e-03	2.759879716e-03	1.596547313e-02	1.596547313e-02	7.613073778e-06	7.613073778e-06	5.822066573e-02	5.822066573e-02	2.197271623e-03	
