# Extra informations about O1D
# Productions cm_3s_1
# Altitudes km 
# Total emission
# 630
# 636
# 639
# Physical productions
# O2+ + e
# O + eth
# O2 + N+
# CO+ + e
# O2 + N(2D) (?) 
# O(1S) cascades
# O2 quenching
# O quenching
# N2 quenching
# e- quenching
# CO2 quenching
# CO quenching
# Total quenching
6.000000000e+02	1.788242224e-02	1.351227069e-02	4.368087506e-03	2.064041349e-06	1.618660180e-02	2.744157458e-11	2.094542710e-04	0.000000000e+00	0.000000000e+00	0.000000000e+00	1.614571499e-03	6.574877712e-10	3.310734481e-05	5.288470626e-08	9.504447752e-05	0.000000000e+00	0.000000000e+00	1.801062760e-02	
5.981871170e+02	1.855274212e-02	1.401877610e-02	4.531824602e-03	2.141411625e-06	1.678824227e-02	3.136668833e-11	2.256796802e-04	0.000000000e+00	0.000000000e+00	0.000000000e+00	1.674307213e-03	7.323447265e-10	3.559009822e-05	5.838510388e-08	9.983786524e-05	0.000000000e+00	0.000000000e+00	1.868822920e-02	
5.963788051e+02	1.924729732e-02	1.454359415e-02	4.701481591e-03	2.221579213e-06	1.741122648e-02	3.584114835e-11	2.431056103e-04	0.000000000e+00	0.000000000e+00	0.000000000e+00	1.736149927e-03	8.155732877e-10	3.825460451e-05	6.444672832e-08	1.048648614e-04	0.000000000e+00	0.000000000e+00	1.939048205e-02	
5.945750527e+02	1.996685963e-02	1.508730800e-02	4.877246992e-03	2.304633194e-06	1.805620260e-02	4.094012256e-11	2.618155410e-04	0.000000000e+00	0.000000000e+00	0.000000000e+00	1.800163054e-03	9.080817109e-10	4.111352115e-05	7.112505452e-08	1.101360516e-04	0.000000000e+00	0.000000000e+00	2.011818124e-02	
5.927758484e+02	2.071238418e-02	1.565063938e-02	5.059354115e-03	2.390683812e-06	1.872398133e-02	4.674882550e-11	2.819005271e-04	0.000000000e+00	0.000000000e+00	0.000000000e+00	1.866426146e-03	1.010896412e-09	4.418102084e-05	7.848227478e-08	1.156633650e-04	0.000000000e+00	0.000000000e+00	2.087230805e-02	
5.909811807e+02	2.148476430e-02	1.623426330e-02	5.248021172e-03	2.479834180e-06	1.941531342e-02	5.336382860e-11	3.034564498e-04	0.000000000e+00	0.000000000e+00	0.000000000e+00	1.935012724e-03	1.125142405e-09	4.747187640e-05	8.658587019e-08	1.214587582e-04	0.000000000e+00	0.000000000e+00	2.165378265e-02	
5.891910381e+02	2.228493424e-02	1.683888568e-02	5.443476365e-03	2.572192129e-06	2.013098248e-02	6.089453715e-11	3.265856528e-04	0.000000000e+00	0.000000000e+00	0.000000000e+00	2.005999516e-03	1.252065622e-09	5.100192570e-05	9.551017089e-08	1.275347886e-04	0.000000000e+00	0.000000000e+00	2.246356771e-02	
5.874054093e+02	2.311385340e-02	1.746523149e-02	5.645954050e-03	2.667868397e-06	2.087179055e-02	6.946485434e-11	3.513971019e-04	0.000000000e+00	0.000000000e+00	0.000000000e+00	2.079465028e-03	1.393044118e-09	5.478806662e-05	1.053362447e-07	1.339045455e-04	0.000000000e+00	0.000000000e+00	2.330265275e-02	
5.856242828e+02	2.397259166e-02	1.811410911e-02	5.855715557e-03	2.766986472e-06	2.163863489e-02	7.921505567e-11	3.780081099e-04	0.000000000e+00	0.000000000e+00	0.000000000e+00	2.155497186e-03	1.549617623e-09	5.884873908e-05	1.161543251e-07	1.405821660e-04	0.000000000e+00	0.000000000e+00	2.417214026e-02	
5.838476474e+02	2.486208213e-02	1.878622366e-02	6.072988820e-03	2.869654058e-06	2.243228409e-02	9.030389951e-11	4.065409334e-04	0.000000000e+00	0.000000000e+00	0.000000000e+00	2.234171025e-03	1.723456845e-09	6.320280466e-05	1.280611310e-07	1.475814159e-04	0.000000000e+00	0.000000000e+00	2.507299614e-02	
5.820754916e+02	2.578352062e-02	1.948247868e-02	6.298065931e-03	2.976009176e-06	2.325373907e-02	1.029110028e-10	4.371294948e-04	0.000000000e+00	0.000000000e+00	0.000000000e+00	2.315584658e-03	1.916456036e-09	6.787158121e-05	1.411657593e-07	1.549180481e-04	0.000000000e+00	0.000000000e+00	2.600645333e-02	
5.803078042e+02	2.673797362e-02	2.020368004e-02	6.531207403e-03	3.086174927e-06	2.410387819e-02	1.172395144e-10	4.699136390e-04	0.000000000e+00	0.000000000e+00	0.000000000e+00	2.399823907e-03	2.130676442e-09	7.287699028e-05	1.555854910e-07	1.626075232e-04	0.000000000e+00	0.000000000e+00	2.697361585e-02	
5.785445740e+02	2.772811183e-02	2.095184577e-02	6.773065597e-03	3.200459568e-06	2.498371015e-02	1.335555584e-10	5.065830759e-04	0.000000000e+00	0.000000000e+00	0.000000000e+00	2.486986415e-03	2.368547271e-09	7.824717038e-05	1.714594334e-07	1.707469417e-04	0.000000000e+00	0.000000000e+00	2.797727977e-02	
5.767857896e+02	2.875591338e-02	2.172847058e-02	7.024123705e-03	3.319091421e-06	2.589417495e-02	1.521470280e-10	5.481696015e-04	0.000000000e+00	0.000000000e+00	0.000000000e+00	2.577163402e-03	2.632694035e-09	8.401004531e-05	1.889363974e-07	1.793931167e-04	0.000000000e+00	0.000000000e+00	2.901950811e-02	
5.750314399e+02	2.982083994e-02	2.253314770e-02	7.284250234e-03	3.442008352e-06	2.683624483e-02	1.732695557e-10	5.930076153e-04	0.000000000e+00	0.000000000e+00	0.000000000e+00	2.670451075e-03	2.925779835e-09	9.018787941e-05	2.081618554e-07	1.884647861e-04	0.000000000e+00	0.000000000e+00	3.009970370e-02	
5.732815137e+02	3.092443424e-02	2.336704284e-02	7.553822018e-03	3.569388426e-06	2.781114922e-02	1.972598474e-10	6.413425760e-04	0.000000000e+00	0.000000000e+00	0.000000000e+00	2.766969842e-03	3.250984671e-09	9.681123570e-05	2.293111938e-07	1.979837942e-04	0.000000000e+00	0.000000000e+00	3.121946183e-02	
