# Extra informations about N2A3S
# Productions cm_3s_1
# Altitudes km 
# VegardKaplan emission
6.000000000e+02	0.000000000e+00	1.488325696e+05	7.606552777e+04	1.487106256e+05	2.963068258e+04	1.445536826e+05	8.105111464e+03	
5.981871170e+02	0.000000000e+00	1.488159843e+05	3.067767919e+04	1.480647276e+05	8.719579064e+03	1.100740602e+05	3.278137341e+03	
5.963788051e+02	0.000000000e+00	1.486748196e+05	8.858300389e+03	1.353204689e+05	3.481823507e+03	1.035856502e+06	1.477715559e+05	
5.945750527e+02	0.000000000e+00	1.449501889e+05	3.541381213e+03	1.083934640e+06	1.486797968e+05	6.783377545e+04	1.470652624e+05	
5.927758484e+02	0.000000000e+00	1.099931253e+06	1.488160824e+05	7.455145408e+04	1.485462248e+05	2.846353067e+04	1.379287285e+05	
5.909811807e+02	0.000000000e+00	7.689977954e+04	1.487826113e+05	3.029689897e+04	1.470500594e+05	8.525235761e+03	9.264880398e+04	
5.891910381e+02	0.000000000e+00	3.088246475e+04	1.484843163e+05	8.811313986e+03	1.249311448e+05	3.410474688e+03	9.883530813e+05	
5.874054093e+02	0.000000000e+00	8.882140231e+03	1.414463556e+05	3.520146498e+03	1.065574884e+06	1.484323817e+05	6.158635040e+04	
5.856242828e+02	0.000000000e+00	3.552614483e+03	1.094199638e+06	1.487759508e+05	7.194263549e+04	1.481517289e+05	2.648652048e+04	
5.838476474e+02	0.000000000e+00	1.488323841e+05	7.604553075e+04	1.487087353e+05	2.961474304e+04	1.444825103e+05	8.093903186e+03	
5.820754916e+02	0.000000000e+00	1.488155874e+05	3.067272449e+04	1.480534709e+05	8.717223024e+03	1.097688697e+05	3.274794817e+03	
5.803078042e+02	0.000000000e+00	1.486725465e+05	8.857711900e+03	1.351767809e+05	3.480886847e+03	1.035178788e+06	1.477514608e+05	
5.785445740e+02	0.000000000e+00	1.449042672e+05	3.541107833e+03	1.083689533e+06	1.486771483e+05	6.774162029e+04	1.470305644e+05	
5.767857896e+02	0.000000000e+00	1.099856678e+06	1.488156312e+05	7.451613701e+04	1.485418902e+05	2.843644321e+04	1.377403877e+05	
5.750314399e+02	0.000000000e+00	7.688851854e+04	1.487817366e+05	3.028788838e+04	1.470224555e+05	8.520182570e+03	9.233568440e+04	
5.732815137e+02	0.000000000e+00	3.087972765e+04	1.484793132e+05	8.810156915e+03	1.247020067e+05	3.408747122e+03	9.872595915e+05	
5.715359998e+02	0.000000000e+00	8.881827549e+03	1.413622273e+05	3.519638404e+03	1.065152956e+06	1.484254885e+05	6.144968724e+04	
5.697948871e+02	0.000000000e+00	3.552465196e+03	1.094060903e+06	1.487748489e+05	7.188335915e+04	1.481408181e+05	2.643987370e+04	
